T1,T2,T1C,T2C,Count
mic_sus_order_detail,mic_sus_med_result,task_log_id,task_log_id,2
mic_sus_order_detail,mic_task_log,task_log_id,task_log_id,2
mlld_ndc_brand_name,mlld_ndc_core_description,brand_code,brand_code,2
mlld_ndc_core_description,mlld_rxn_map,main_multum_drug_code,main_multum_drug_code,2
mlld_ndc_main_drug_code,mlld_rxn_map,main_multum_drug_code,main_multum_drug_code,2
mltm_drc_group_reltn,mltm_drug_name,synonym_id,drug_synonym_id,2
mltm_ndc_core_description,mltm_med_guide_link,main_multum_drug_code,main_multum_drug_code,2
mltm_ndc_main_drug_code,mltm_drc_group_reltn,main_multum_drug_code,main_multum_drug_code,2
mltm_ndc_main_drug_code,mltm_ndc_core_description,main_multum_drug_code,main_multum_drug_code,2
mltm_ndc_source,mltm_ndc_core_description,source_id,source_id,2
mltm_product_strength,mlld_ndc_main_drug_code,product_strength_code,product_strength_code,2
mm_omf_item_master,mm_trans_line,item_master_id,item_id,2
mm_omf_item_master,object_identifier_index,item_master_id,object_id,2
mm_trans_header,mm_trans_line,transaction_id,transaction_id,2
mm_trans_line,mm_trans_gl,transaction_id,transaction_id,2
netting,mic_ar_order,order_id,order_id,2
netting,order_action,order_id,order_id,2
nomenclature,cmt_concept,concept_cki,concept_cki,2
nomenclature,cmt_cross_map,concept_cki,target_concept_cki,2
nomenclature,eks_dlg_event_attr,nomenclature_id,attr_id,2
nomenclature,order_potential_diagnosis,nomenclature_id,nomenclature_id,2
nomenclature,sch_event_detail,nomenclature_id,oe_field_value,2
nurse_unit,device_xref,location_cd,parent_entity_id,2
nurse_unit,location,loc_facility_cd,location_cd,2
nurse_unit,med_admin_event,location_cd,nurse_unit_cd,2
object_identifier_index,bill_item,object_id,ext_parent_reference_id,2
object_identifier_index,med_identifier,object_id,item_id,2
object_identifier_index,sn_implant_log_st,object_id,item_id,2
ocs_facility_r,synonym_item_r,synonym_id,synonym_id,2
oe_format_fields,order_catalog_synonym,oe_format_id,oe_format_id,2
omf_grid,omf_view_indicator,view_cd,view_cd,2
ops_schedule_job_step,ops_job_step,ops_job_step_id,ops_job_step_id,2
orc_resource_list,collection_info_qualifiers,catalog_cd,catalog_cd,2
order_action,eks_dlg_event,order_id,trigger_order_id,2
order_action,lh_mu_fx_2_details,order_id,parent_entity_id,2
order_action,mic_order_lab,order_id,order_id,2
order_action,order_dispense,order_id,order_id,2
order_action,order_product,order_id,order_id,2
order_action,prsnl,updt_id,person_id,2
order_action,prsnl_alias,updt_id,updt_id,2
order_catalog,code_value_extension,catalog_cd,code_value,2
order_catalog,code_value_outbound,catalog_cd,code_value,2
order_catalog,dcp_output_route,requisition_routing_cd,dcp_output_route_id,2
order_catalog,eks_dlg_event,catalog_cd,trigger_entity_id,2
order_catalog,pha_product,catalog_cd,catalog_cd,2
order_catalog,rad_template_group,catalog_cd,catalog_cd,2
order_catalog,ref_text_facility_r,catalog_cd,parent_entity_id,2
order_catalog,sch_order_duration,catalog_cd,catalog_cd,2
order_catalog,service_directory,catalog_cd,catalog_cd,2
order_catalog,surg_proc_detail,catalog_cd,catalog_cd,2
order_catalog_item_r,synonym_item_r,item_id,item_id,2
order_catalog_synonym,bill_item,catalog_cd,ext_parent_reference_id,2
order_catalog_synonym,collection_info_qualifiers,catalog_cd,catalog_cd,2
order_catalog_synonym,exam_folder,catalog_cd,catalog_cd,2
order_catalog_synonym,mammo_study,catalog_cd,catalog_cd,2
order_catalog_synonym,medication_definition,item_id,item_id,2
order_catalog_synonym,rx_therap_sbsttn,synonym_id,from_synonym_id,2
order_catalog_synonym,rx_therap_sbsttn_from,synonym_id,from_synonym_id,2
order_comment,clinical_event,order_id,order_id,2
order_comment,long_text,order_id,parent_entity_id,2
order_container_r,ce_specimen_coll,container_id,container_id,2
order_detail,order_product,order_id,order_id,2
order_entry_fields,accept_format_flexing,oe_field_id,oe_field_id,2
order_entry_format,order_sentence,oe_format_id,oe_format_id,2
order_future_info,orders,order_id,order_id,2
order_ingredient,med_admin_event,order_id,template_order_id,2
order_laboratory,order_detail,order_id,order_id,2
order_notification,prsnl,to_prsnl_id,person_id,2
order_potential_diagnosis,nomen_entity_reltn,order_potential_diagnosis_id,child_entity_id,2
order_product,charge,order_id,order_id,2
order_product,med_dispense,item_id,item_id,2
order_radiology,ce_linked_result,order_id,order_id,2
order_radiology,charge_event,order_id,order_id,2
order_radiology,exam_critique_info,order_id,order_id,2
order_radiology,mammo_study,order_id,order_id,2
order_radiology,omf_radmgmt_order_st,order_id,order_id,2
order_radiology,prsnl,updt_id,person_id,2
order_recon_detail,orders,order_nbr,order_id,2
order_sentence,order_catalog_synonym,parent_entity_id,synonym_id,2
order_sentence_detail,medication_definition,order_sentence_id,order_sentence_id,2
order_serv_res_container,container_event,container_id,container_id,2
order_serv_res_container,mic_temp_seq,order_id,order_id,2
order_serv_res_container,order_action,order_id,order_id,2
order_serv_res_container,order_container_r,order_id,order_id,2
order_serv_res_container,result,order_id,order_id,2
orders,cust_ec_encntr_metrics,encntr_id,encntr_id,2
orders,eks_dlg_event_attr,order_id,attr_id,2
orders,encntr_plan_reltn,encntr_id,encntr_id,2
orders,him_pv_chart,encntr_id,encntr_id,2
orders,order_alias,order_id,order_id,2
orders,orders,catalog_cd,catalog_cd,2
orders,pending_collection,order_id,order_id,2
orders,person_prsnl_reltn,person_id,person_id,2
orders,prsnl,person_id,person_id,2
orders,scheduled_time_of_day,order_id,parent_entity_id,2
orders,task_activity,catalog_cd,catalog_cd,2
orders,temp_freq_6,frequency_id,frequency_id,2
orders,tracking_event_ord,order_id,order_id,2
orders,um_charge_event_st,order_id,order_id,2
orders,yrmc_measures,catalog_cd,code_value,2
organization,org_info,organization_id,organization_id,2
organization,osm_defaults,organization_id,lab_org_id,2
organization,pc_ref_source,organization_id,organization_id,2
organization,purchase_order,organization_id,organization_id,2
organization,tier_matrix,organization_id,tier_cell_value_id,2
organization_alias,org_plan_reltn,organization_id,organization_id,2
outbound_field_processing,contributor_system,contributor_system_cd,contributor_system_cd,2
output_dest,device_xref,device_cd,device_cd,2
output_dest,session_xref,output_dest_cd,output_dest_cd,2
outputctx,output_dest,output_dest_cd,output_dest_cd,2
package_type,med_product,item_id,manf_item_id,2
pat_ed_document,pat_ed_doc_activity,pat_ed_document_id,pat_ed_doc_id,2
pathology_case,chart_request,accession_nbr,accession_nbr,2
pathology_case,clinical_event,person_id,person_id,2
pathway_action,act_pw_comp,pathway_id,pathway_id,2
pathway_comp,pathway_comp,pathway_catalog_id,parent_entity_id,2
perform_result,result_comment,result_id,result_id,2
perform_result,result_event,perform_result_id,perform_result_id,2
perioperative_document,case_cart,doc_type_cd,doc_type_cd,2
person,ap_ft_event,person_id,person_id,2
person,drg,person_id,person_id,2
person,eem_rx_med_hist_detail,person_id,person_id,2
person,eks_dlg_event,person_id,dlg_prsnl_id,2
person,eks_module_audit_det,person_id,person_id,2
person,encntr_prsnl_reltn,person_id,active_status_prsnl_id,2
person,health_plan,person_id,active_status_prsnl_id,2
person,mammo_study,person_id,person_id,2
person,mic_ic_orders,person_id,person_id,2
person,organization,person_id,active_status_prsnl_id,2
person,person_prsnl_reltn,person_id,active_status_prsnl_id,2
person,prsnl,person_id,active_status_prsnl_id,2
person,prsnl,person_id,updt_id,2
person,prsnl,updt_id,person_id,2
person,prsnl_group_reltn,person_id,person_id,2
person,surgical_case,person_id,surgeon_prsnl_id,2
person,task_activity,person_id,msg_sender_id,2
person_aborh,encounter,person_id,person_id,2
person_aborh_result,person_alias,person_id,person_id,2
person_alias,fill_print_ord_hx,person_id,person_id,2
person_alias,person_plan_reltn,person_id,person_id,2
person_combine,person_aborh_result,to_person_id,person_id,2
person_combine,person_combine_det,person_combine_id,person_combine_id,2
person_dismissal,person,person_id,person_id,2
person_info,sch_appt,person_id,person_id,2
person_name,clinical_event,person_id,updt_id,2
person_name,order_action,person_id,supervising_provider_id,2
person_name,um_charge_event_st,person_id,order_phys_id,2
person_patient,sch_appt,person_id,person_id,2
person_plan_profile_r_hist,pm_hist_tracking,pm_hist_tracking_id,pm_hist_tracking_id,2
person_prsnl_activity,prsnl,person_id,person_id,2
person_prsnl_activity,task_activity,prsnl_id,person_id,2
person_prsnl_reltn,clinical_event,person_id,person_id,2
person_trans_req,person_alias,person_id,person_id,2
pft_ap_refund,pft_ap_refund,parent_pft_ap_refund_id,pft_ap_refund_id,2
pft_encntr,coding,encntr_id,encntr_id,2
pft_encntr,encntr_combine,encntr_id,from_encntr_id,2
pft_encntr,encntr_person_reltn,encntr_id,encntr_id,2
pft_encntr,pm_transaction,encntr_id,n_encntr_id,2
pft_encntr_code,pft_encntr,encntr_id,encntr_id,2
pft_queue_item,pft_queue_item_wf_hist,pft_queue_item_id,pft_queue_item_id,2
pft_queue_item_wf_hist,pft_queue_item_wf_reltn,pft_queue_item_wf_hist_id,pft_queue_item_wf_hist_id,2
pft_trans_reltn,batch_trans_file,batch_trans_file_id,batch_trans_file_id,2
pft_wf_issue_event,pft_wf_issue,pft_wf_issue_id,pft_wf_issue_id,2
pha_prod_disp_obs_st,orders,order_id,order_id,2
pha_product,object_identifier_index,item_id,object_id,2
phone,encntr_plan_reltn,parent_entity_id,health_plan_id,2
phone,encounter,parent_entity_id,loc_building_cd,2
phone,location,parent_entity_id,location_cd,2
phone,sch_location,parent_entity_id,location_cd,2
phone,surgical_case,parent_entity_id,person_id,2
pip_section,pip,pip_id,pip_id,2
pm_flx_conversation,pm_transaction,task,task_number,2
pm_flx_conversation,track_triggers,conversation_id,conversation_id,2
pm_flx_prompt,pm_flx_conversation,parent_entity_id,conversation_id,2
pm_flx_task_conv_reltn,pm_flx_conversation,conversation_id,conversation_id,2
pm_hist_tracking,person_plan_profile_r_hist,pm_hist_tracking_id,pm_hist_tracking_id,2
pm_hist_tracking,pm_transaction,encntr_id,o_encntr_id,2
pm_transaction,encntr_alias,n_encntr_id,encntr_id,2
pm_transaction,person_plan_reltn,o_person_id,person_id,2
pm_user_defined,long_text,value_long_text_ref_id,long_text_id,2
pm_user_defined,pm_user_defined,parent_entity_id,parent_entity_id,2
pregnancy_instance,pregnancy_child,pregnancy_id,pregnancy_id,2
price_range,price_sched,price_sched_id,price_sched_id,2
privilege,logical_grouping,log_grouping_cd,log_grouping_cd,2
privilege,privilege_exception,privilege_id,privilege_id,2
proc_modifier,procedure,parent_entity_id,procedure_id,2
procedure_specimen_type,collection_info_qualifiers,specimen_type_cd,specimen_type_cd,2
prod_dispense_hx,manufacturer_item,manf_item_id,item_id,2
prod_dispense_hx,object_identifier_index,item_id,object_id,2
prod_dispense_hx,price_sched,price_sched_id,price_sched_id,2
product,organization,cur_supplier_id,organization_id,2
product_category,product,product_cat_cd,product_cat_cd,2
product_event,clinical_event,encntr_id,encntr_id,2
product_event,product_event,related_product_event_id,product_event_id,2
profile_task_r,interp_task_assay,task_assay_cd,task_assay_cd,2
prot_alias,prot_master,prot_master_id,prot_master_id,2
prsnl,authorization,person_id,data_status_prsnl_id,2
prsnl,bill_item_modifier,person_id,updt_id,2
prsnl,case_cart_pick_list,person_id,create_prsnl_id,2
prsnl,ce_blob,person_id,updt_id,2
prsnl,charge,person_id,posted_id,2
prsnl,chart_request,person_id,prsnl_person_id,2
prsnl,class_node,person_id,updt_id,2
prsnl,coding,person_id,coding_prsnl_id,2
prsnl,ea_user,username,username,2
prsnl,explorer_menu,person_id,updt_id,2
prsnl,him_event_allocation,person_id,prsnl_id,2
prsnl,hm_recommendation_action,person_id,on_behalf_of_prsnl_id,2
prsnl,mic_ic_orders,person_id,order_provider_id,2
prsnl,name_value_prefs,person_id,updt_id,2
prsnl,omf_radtrans_order_st,person_id,transcriptionist_id,2
prsnl,order_catalog_synonym,person_id,updt_id,2
prsnl,order_compliance,person_id,performed_prsnl_id,2
prsnl,order_detail,person_id,oe_field_value,2
prsnl,org_set_prsnl_r,person_id,prsnl_id,2
prsnl,pathway_action,person_id,updt_id,2
prsnl,patient_dispense,person_id,dispense_prov_id,2
prsnl,person_alias,person_id,active_status_prsnl_id,2
prsnl,person_combine,person_id,cmb_updt_id,2
prsnl,person_dismissal,person_id,prsnl_person_id,2
prsnl,pha_prod_disp_obs_st,person_id,ordering_provider_id,2
prsnl,pregnancy_estimate,person_id,author_id,2
prsnl,problem,person_id,data_status_prsnl_id,2
prsnl,problem_comment,person_id,comment_prsnl_id,2
prsnl,prsnl_notify,person_id,person_id,2
prsnl,pw_processing_action,person_id,updt_id,2
prsnl,rad_exam_prsnl,person_id,exam_prsnl_id,2
prsnl,rad_report,person_id,dictated_by_id,2
prsnl,rad_trans_stats,person_id,trans_prsnl_id,2
prsnl,scd_story,person_id,active_status_prsnl_id,2
prsnl,sch_assoc,person_id,display_id,2
prsnl,shx_comment,person_id,comment_prsnl_id,2
prsnl,task_activity,person_id,updt_id,2
prsnl,yrmc_prsnl_pos,person_id,person_id,2
prsnl_alias,charge,person_id,ord_phys_id,2
prsnl_alias,omf_radmgmt_order_st,person_id,radiologist_id,2
prsnl_alias,prsnl,updt_id,updt_id,2
prsnl_alias,prsnl_group_reltn,person_id,person_id,2
prsnl_group,surg_proc_detail,prsnl_group_id,surg_specialty_id,2
prsnl_group_reltn,cyto_screening_limits,person_id,prsnl_id,2
prsnl_group_reltn,pft_queue_item,person_id,prev_assigned_prsnl_id,2
prsnl_group_reltn,prsnl_org_reltn,person_id,person_id,2
prsnl_group_reltn,team_mem_ppr_reltn,prsnl_group_reltn_id,prsnl_group_reltn_id,2
prsnl_notify,ce_event_prsnl,person_id,action_prsnl_id,2
prsnl_notify,prsnl,person_id,person_id,2
prsnl_org_reltn,person,person_id,person_id,2
prsnl_org_reltn,prsnl_org_reltn,person_id,person_id,2
prsnl_reltn_child,prsnl_reltn_activity,prsnl_reltn_id,prsnl_reltn_id,2
prsnlauthpos,prsnl,person_id,person_id,2
pt_prot_reg,encounter,person_id,person_id,2
pw_cat_flex,alt_sel_list,pathway_catalog_id,pathway_catalog_id,2
pw_processing_action,pathway,pathway_id,pathway_id,2
rad_exam_prsnl,person,exam_prsnl_id,person_id,2
rad_omf_mammo,omf_radmgmt_order_st,order_id,order_id,2
rad_omf_mammo,order_radiology,order_id,order_id,2
rad_omf_mammo,rad_omf_mammo_details,study_id,study_id,2
rad_ops_exception,rad_report,rad_report_id,rad_report_id,2
rad_report,charge,order_id,order_id,2
rad_report,clinical_event,report_event_id,event_id,2
rad_report,sticky_note,rad_report_id,parent_entity_id,2
rad_report_prsnl,sticky_note,rad_report_id,parent_entity_id,2
rad_template_assoc,rad_template_group,template_group_id,template_group_id,2
rad_template_group,person,person_id,person_id,2
reference_range_factor,data_map,task_assay_cd,task_assay_cd,2
reference_range_factor,perform_result,reference_range_factor_id,reference_range_factor_id,2
remote_device,device_xref,device_cd,device_cd,2
resource_group,rad_exam,child_service_resource_cd,service_resource_cd,2
resource_group,resource_group,child_service_resource_cd,parent_service_resource_cd,2
result,discrete_task_assay,task_assay_cd,task_assay_cd,2
result,encntr_domain,person_id,person_id,2
result,result_comment,result_id,result_id,2
result_event,perform_result,perform_result_id,perform_result_id,2
rop_ecl,prsnl,default_operator_id,person_id,2
rx_image,rx_image,image_id,parent_image_id,2
rx_therap_sbsttn_to,rx_therap_sbsttn_from,therap_sbsttn_from_id,therap_sbsttn_from_id,2
sa_action,sa_action_item,sa_action_id,sa_action_id,2
sa_action,sa_ref_action,sa_ref_action_id,sa_ref_action_id,2
sa_fluid_admin,sa_fluid,sa_fluid_id,sa_fluid_id,2
sa_fluid_admin_item,sa_fluid_admin,sa_fluid_admin_id,sa_fluid_admin_id,2
sa_prsnl_activity_time,sa_prsnl_activity,sa_prsnl_activity_id,sa_prsnl_activity_id,2
sa_ref_fluid,sa_fluid,sa_ref_fluid_id,sa_ref_fluid_id,2
sa_ref_group_action_item_r,sa_ref_action_item,sa_ref_action_item_id,sa_ref_action_item_id,2
scd_story,diagnosis,encounter_id,encntr_id,2
scd_story,prsnl,updt_id,person_id,2
scd_story,surgical_case,person_id,person_id,2
sch_appt,encntr_alias,encntr_id,encntr_id,2
sch_appt,encntr_plan_reltn,encntr_id,encntr_id,2
sch_appt,orders,person_id,person_id,2
sch_appt,sch_book_list,resource_cd,resource_cd,2
sch_appt,sch_booking,booking_id,booking_id,2
sch_appt,sch_event_alias,sch_event_id,sch_event_id,2
sch_appt_loc,sch_event,appt_type_cd,appt_type_cd,2
sch_appt_routing,sch_appt_loc,appt_type_cd,appt_type_cd,2
sch_appt_type,order_entry_format,oe_format_id,oe_format_id,2
sch_book_list,sch_appt_book,appt_book_id,appt_book_id,2
sch_def_slot,sch_list_slot,slot_type_id,slot_type_id,2
sch_event,sch_event_attach,sch_event_id,sch_event_id,2
sch_event_action,prsnl,updt_id,person_id,2
sch_event_action,sch_event_patient,sch_event_id,sch_event_id,2
sch_event_alias,sch_event,sch_event_id,sch_event_id,2
sch_event_attach,sch_entry,sch_event_id,sch_event_id,2
sch_list_res,sch_appt,resource_cd,resource_cd,2
sch_object,sch_appt_routing,sch_object_id,routing_id,2
sch_object,sch_entry,sch_object_id,queue_id,2
sch_order_duration,sch_flex_string,sch_flex_id,sch_flex_id,2
sch_order_duration,sch_order_appt,catalog_cd,catalog_cd,2
sch_resource,br_eligible_provider,person_id,provider_id,2
sch_resource,prsnl_org_reltn,person_id,person_id,2
sch_resource,sch_date_comment,resource_cd,parent_id,2
